ID,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device
7413,284,228,420.5078058,759,27,84,2536.389534,1282.308365,18,11,iPhone
7419,300,240,345.8288219,2866,104,0,3667.44003,1687.272984,15,11,iPhone
7467,202,165,261.2851916,1302,184,124,4665.654551,1972.689465,22,16,Android
7470,32,25,159.2484867,435,41,113,3145.811607,2304.67762,4,4,iPhone
7471,126,103,255.3991284,1346,153,4,5555.181204,2424.302418,9,9,Android
7485,93,74,300.8299003,591,369,13,3199.047621,1363.413096,9,6,iPhone
7493,46,37,168.3466717,1615,46,14,1879.512588,705.6922216,30,23,iPhone
7507,48,43,151.1715332,1262,36,274,6420.501316,3806.881416,31,24,iPhone
7538,157,136,193.8840068,778,130,77,1615.641945,646.9154084,4,3,iPhone
7568,11,11,30.76168951,58,362,49,2223.122656,543.9679007,1,1,Android
7569,11,11,111.0027115,1611,210,0,3083.519095,575.5256768,6,4,Android
7590,21,20,433.0685661,2977,510,4,1758.377141,739.3488775,23,15,iPhone
7600,11,9,160.4500077,2103,1,0,2574.889888,1576.96583,5,5,iPhone
7601,84,68,300.2632304,2824,0,67,4278.670368,2681.789278,22,20,iPhone
7607,301,245,422.8565771,1667,277,0,4794.760748,1394.579345,26,17,iPhone
7614,27,22,86.82818158,1943,80,18,5033.691056,2077.82887,1,0,Android
7647,7,5,284.5643219,2150,50,0,4505.601819,1586.600383,13,8,iPhone
7670,10,10,37.75528245,1598,106,0,5185.909829,1040.311678,17,16,Android
7682,46,39,188.1299626,1343,331,23,3725.736172,2876.949552,26,21,iPhone
7693,43,35,67.79846167,977,40,100,2608.376549,2000.951256,10,10,iPhone
7699,160,159,183.6337036,2754,181,0,4062.130659,3116.9854,29,26,iPhone
7735,27,22,592.7276552,2124,104,19,1743.065662,1387.174328,16,15,Android
7770,108,88,322.7789288,1548,34,29,3605.791058,1404.931934,1,1,iPhone
7772,13,10,199.0814106,1543,55,5,3596.746707,1913.128341,9,6,iPhone
7774,143,114,327.3916058,1310,12,44,2028.825267,1405.944441,10,8,Android
7779,20,17,207.9469806,672,307,34,3697.227174,593.2320116,6,6,Android
7792,9,8,44.68769665,3083,166,25,5369.50457,2001.963371,4,4,iPhone
7807,44,36,89.98223958,225,12,0,5266.385303,3209.674157,18,16,iPhone
7839,70,58,97.95323088,2668,121,37,3595.959678,1983.721959,16,15,iPhone
7858,12,12,106.3029957,1511,292,0,740.8871132,488.2426331,28,26,iPhone
7896,29,24,89.79961014,1214,48,33,852.0778982,595.9832275,31,22,Android
7978,21,19,40.71206147,1242,18,44,2155.266876,1351.696047,26,25,iPhone
7993,36,36,741.4715587,2947,70,62,1670.663342,1089.388464,12,12,Android
8006,1,1,83.62308511,323,130,40,7146.635409,2980.240581,8,8,iPhone
8026,48,39,272.7580455,1029,49,1,8990.211093,1065.407503,27,25,Android
8047,32,32,55.86553999,2267,11,0,2138.547306,842.6564111,16,13,iPhone
8048,161,161,308.5790055,118,326,0,7721.711639,2488.441711,9,9,Android
8091,45,38,176.1400236,849,28,0,4727.242919,2902.333158,27,23,iPhone
8092,36,29,70.7588386,3270,0,0,6756.209101,5120.780069,14,6,iPhone
8105,23,18,65.57724712,1216,0,41,1913.485914,885.3190796,31,27,iPhone
8127,6,6,63.78096189,1355,400,18,519.2568599,178.5439675,10,9,Android
8135,1,1,305.2036836,909,250,127,8129.833292,5625.322262,30,25,iPhone
8146,11,11,167.4317571,443,0,221,1052.885267,558.2880016,4,4,iPhone
8149,249,200,293.5464344,1768,708,0,2819.685851,723.3363406,1,1,iPhone
8150,9,8,11.15438487,680,12,0,3473.986469,1705.733172,3,0,iPhone
8190,84,84,118.6715514,347,285,103,7046.93855,5617.625095,4,0,iPhone
8216,7,7,106.9465061,2084,0,0,1943.558886,1144.496332,18,12,iPhone
8251,19,16,375.3124462,1545,129,0,930.1535243,339.3261115,10,8,Android
8256,50,40,82.24217231,3369,262,0,7337.628302,3321.509869,17,9,iPhone
8257,2,2,43.50460047,1689,117,17,4882.123256,961.4367355,21,18,iPhone
8292,232,187,312.0322085,3299,21,23,6509.885846,1326.702745,23,15,Android
8305,35,35,63.44642149,3498,332,0,3566.77149,2267.599015,25,19,Android
8314,157,126,167.8971399,1478,53,50,5547.234014,2820.520953,27,17,iPhone
8327,9,8,720.1109325,617,126,0,2380.466155,1122.581982,14,12,iPhone
8336,56,47,113.8979893,3235,160,176,3724.704351,857.5993259,18,11,Android
8405,70,57,82.18308744,2673,0,38,2904.948813,1746.724959,18,15,iPhone
8421,55,47,586.1761243,525,0,0,1237.093686,373.1389254,29,24,Android
8425,8,8,62.08801833,3427,0,0,3208.997179,2381.736354,12,7,iPhone
8468,94,75,167.0891004,2361,45,134,3130.722195,2178.894853,2,0,Android
8473,4,3,31.67954737,1666,188,8,1874.336612,1415.757364,21,15,Android
8482,18,15,147.0473606,103,11,8,3664.265524,1780.063301,20,17,Android
8493,13,10,58.46985648,2905,236,0,6992.687856,2564.346614,23,19,iPhone
8515,6,6,178.0462304,1860,6,0,1620.510964,913.2747109,1,1,iPhone
8519,64,52,68.78974079,1598,236,0,6530.160813,2510.561101,15,11,iPhone
8545,230,198,356.4174037,498,30,0,2053.274301,354.8815721,26,17,iPhone
8549,34,29,182.7011853,837,83,18,1203.794207,789.3863437,25,17,iPhone
8552,5,5,353.0023528,177,0,33,2939.202679,712.0599894,7,2,Android
8584,22,18,52.59761413,2203,405,20,5225.973982,2811.76194,18,10,Android
8585,42,35,246.5884202,348,179,0,9711.369253,4144.282153,26,17,iPhone
8595,163,132,333.0947403,677,0,63,2444.887265,551.9160351,1,1,Android
8606,39,33,145.4043998,141,0,66,3403.093493,2051.79111,25,19,Android
8644,60,49,90.64409209,1863,111,112,4594.328767,1582.883955,22,22,iPhone
8660,113,98,494.7947655,1392,121,19,4896.790853,2379.877866,19,18,iPhone
8676,29,25,225.9192442,1678,266,172,3194.184874,2381.078303,14,14,Android
8693,181,145,210.4635056,17,155,179,2354.851183,1884.624491,8,6,iPhone
8700,323,258,434.2182752,1395,0,0,2735.27535,905.7432779,12,11,Android
8742,222,179,304.2437452,474,480,18,3837.898,1316.86147,23,17,Android
8775,67,54,133.8838816,1421,34,152,6287.463161,2005.835377,20,15,Android
8855,47,39,387.8486006,2435,29,0,4519.757396,2298.076055,11,7,iPhone
8859,7,7,67.78248992,2504,0,0,5926.175264,2417.016311,28,26,iPhone
8878,10,9,104.2566368,2793,207,7,2560.828702,1065.560858,31,25,iPhone
8891,46,42,115.85679,3407,215,11,3250.898353,1536.028818,8,8,iPhone
8897,153,123,210.6649339,2571,222,8,4742.700099,1379.279522,23,19,iPhone
8934,92,74,235.980265,2970,283,37,5793.896623,1192.71895,2,0,Android
8976,128,104,361.4154281,477,2,0,1713.92892,1125.821237,20,18,iPhone
8991,109,87,128.0507037,726,89,50,15135.39128,2838.630546,23,21,iPhone
9034,172,138,481.9392655,1364,106,43,1660.43914,1014.260067,11,5,iPhone
9059,131,108,140.0296277,965,18,43,1392.132705,982.5218547,6,6,iPhone
9085,133,106,440.0984687,1567,204,0,816.187102,585.6054342,24,22,Android
9104,13,11,265.8186578,2403,490,27,2203.286537,1122.719135,24,14,Android
9123,6,5,129.8372837,221,89,0,1456.107657,535.1106016,18,14,Android
9148,2,2,102.5274136,3299,3,196,1675.774119,755.3329602,25,17,iPhone
9279,13,13,170.9530523,1183,0,0,3673.96029,1297.116009,28,27,iPhone
9282,81,65,109.4180828,3321,0,9,6894.14719,850.1138835,28,23,iPhone
9286,420,337,507.5631487,3084,409,0,2159.67334,1371.314976,26,20,iPhone
9292,38,33,420.245106,1792,484,44,4414.206732,1918.906085,18,12,Android
9315,8,8,323.0725084,239,48,0,3990.693475,581.8885275,11,8,iPhone
9340,41,33,80.86809737,3248,47,25,5301.110161,1091.469592,21,19,iPhone
9344,33,27,177.7804962,2195,0,19,2463.104928,1106.668931,10,9,iPhone
9361,9,8,86.38607519,3374,274,38,859.958518,472.6545194,15,12,Android
9392,37,36,46.11664869,3438,0,0,3407.613338,2787.130676,13,6,iPhone
9394,236,207,326.3595111,469,0,15,1712.24318,1109.863683,28,21,Android
9402,179,147,184.8765027,282,0,0,2425.909582,1899.763841,20,20,Android
9434,95,82,188.6528473,217,168,0,2230.980401,1034.461003,21,18,iPhone
9451,14,12,128.5492108,1739,6,0,1078.531452,486.9756051,5,4,Android
9460,13,13,72.32835935,2734,52,0,3958.620376,786.9518355,10,10,iPhone
9483,7,6,175.8351392,1710,88,0,3895.179394,2354.563719,21,15,iPhone
9485,30,25,235.0972803,3343,108,13,5369.365393,2140.446894,5,1,iPhone
9515,28,23,53.39733926,274,139,30,8263.331238,3043.632792,15,9,Android
9519,5,4,31.29330607,686,20,0,2726.703499,1655.833256,3,3,Android
9536,315,252,431.7490702,393,290,41,490.9591956,180.5453219,4,1,iPhone
9539,87,87,184.2411556,1559,53,0,5924.088114,3972.329795,17,16,Android
9614,9,7,149.1716176,639,259,0,1222.221565,759.1269969,17,14,iPhone
9630,109,88,113.5724691,2836,0,12,3618.662564,2815.291848,13,13,iPhone
9702,76,74,126.2939684,2237,0,0,5820.339266,4644.952591,18,18,Android
9708,80,65,138.9925334,2334,62,67,11571.90436,8077.808852,4,4,Android
9737,132,106,295.4962415,1606,7,0,437.6988436,230.950987,30,25,Android
9752,16,13,329.7975211,1268,76,0,2863.345018,1395.904997,5,3,Android
9789,8,8,15.40795201,2253,74,13,11967.01979,1005.999428,22,17,iPhone
9796,8,7,212.766531,1419,70,0,6052.790645,4569.893871,4,0,Android
9807,133,111,203.2865832,700,47,0,2761.884782,234.6459442,31,29,Android
9811,67,55,82.1519601,1603,71,0,3564.767763,822.67493,10,7,iPhone
9849,175,141,307.0535152,3280,747,36,9987.482952,335.9240999,19,14,iPhone
9873,82,66,102.7885965,3383,222,93,1223.601023,904.8990741,14,14,iPhone
9901,19,15,160.0471338,1027,14,46,3531.686332,2428.317942,5,5,iPhone
9916,118,96,217.4601579,1125,643,3,1704.965209,429.7680881,8,3,iPhone
9919,19,16,119.4266291,1265,219,122,3886.974032,2683.667581,8,4,Android
9929,99,79,114.9618058,3111,0,0,799.048257,361.6764234,1,0,Android
9952,26,21,29.13607807,3278,107,37,4479.228945,3284.444988,5,5,iPhone
9963,22,18,125.0595594,910,358,41,2215.928033,804.6234764,13,13,iPhone
10003,13,11,179.2153113,1809,95,70,6409.808421,2785.859786,9,9,iPhone
10014,50,40,151.1131052,513,166,88,2204.882586,1758.996505,22,20,Android
10074,243,203,402.776276,2833,479,3,3041.774459,2439.262789,18,13,Android
10095,20,16,134.3269617,3408,107,0,4084.074607,1697.60215,15,8,iPhone
10099,210,168,265.9980673,868,88,9,2747.535814,1040.443354,2,2,Android
10143,27,21,227.8109286,907,0,83,5615.94657,1636.982505,11,11,iPhone
10149,15,12,34.70552586,2412,216,120,1603.509743,579.1155572,8,7,iPhone
10203,69,55,221.0990588,884,449,38,3258.894886,2215.31963,30,20,iPhone
10289,56,46,66.13487807,936,0,106,4140.628147,1556.225353,18,9,iPhone
10318,182,158,200.3033075,387,0,29,3593.166768,1031.228848,23,17,Android
10349,34,29,266.2378844,2577,15,0,8121.853233,1845.381693,28,26,iPhone
10377,250,201,261.0074559,125,92,9,4580.694949,2007.375355,14,9,Android
10393,174,144,260.6285701,1979,175,0,1983.394816,1442.072818,28,25,iPhone
10429,180,145,582.3698435,3249,11,33,677.6897789,382.2298612,21,20,Android
10441,67,57,128.5284994,626,73,0,6867.235251,4125.286853,10,6,iPhone
10467,36,29,111.9147532,676,99,61,4574.691292,3334.928242,25,16,iPhone
10469,228,184,449.9545063,2799,13,0,1366.322348,840.3996275,28,19,iPhone
10485,32,32,71.21021311,2340,106,136,2381.782298,734.917716,22,20,Android
10486,68,55,94.66421271,1015,13,135,1726.292793,708.9389532,5,5,iPhone
10489,119,96,198.7728139,3495,1,0,3030.210347,1001.46994,2,2,iPhone
10571,152,142,258.1689951,3235,84,3,2642.781572,318.9439687,13,13,iPhone
10583,69,69,76.45384912,1074,0,0,1765.739921,757.5550421,1,1,iPhone
10598,192,156,257.2219172,718,45,0,1421.797816,489.7321044,15,12,iPhone
10612,37,32,149.5101363,147,30,0,698.2382305,349.6565668,11,8,iPhone
10646,112,93,132.2538367,419,264,0,1843.610773,750.6521443,22,22,Android
10650,32,26,39.02241206,2456,113,0,3785.643487,689.4013548,22,15,iPhone
10652,11,11,62.4876463,3434,197,0,2000.340733,635.1231903,25,24,Android
10662,11,9,17.36221047,501,288,10,2272.248905,1059.87686,24,21,iPhone
10680,68,55,269.6545708,3010,0,0,1992.777959,1191.801997,21,17,iPhone
10717,60,48,413.6232126,1577,567,0,2985.914464,2289.751265,22,20,iPhone
10725,95,76,130.2548912,3484,40,0,12481.84975,9746.253023,1,0,iPhone
10751,71,58,241.1918846,975,53,0,5914.388434,4428.352959,4,4,Android
10762,15,15,34.99941533,720,98,43,2005.639867,623.8695877,24,24,Android
10793,117,95,366.9109909,312,9,50,2352.858618,1087.04592,12,12,iPhone
10819,218,175,408.7646006,1177,334,2,2966.851189,935.7832849,22,22,iPhone
10825,22,20,32.38543974,3315,0,0,3629.39618,2885.065245,20,14,iPhone
10834,127,104,185.8409224,1060,173,0,3705.796613,1383.938358,10,4,iPhone
10865,140,116,210.6969503,2073,300,38,3336.068006,652.4774434,28,19,Android
10875,19,15,41.20902171,3333,119,116,2678.280035,782.7880486,14,9,iPhone
10908,5,5,142.4525591,1849,68,0,3075.254651,439.2150383,5,3,iPhone
10909,52,42,220.7602638,3187,19,60,4732.998662,2458.883472,21,13,Android
10920,52,48,81.65290301,70,144,86,4424.653129,1589.734742,2,0,Android
10934,257,219,319.375152,975,27,32,1210.51025,632.3140088,11,4,iPhone
10957,28,24,73.15925126,1939,0,18,2744.154678,1075.109238,12,12,iPhone
10994,227,183,658.5630451,754,105,134,5552.426324,3621.914007,0,0,iPhone
10997,13,10,337.1769602,3185,49,0,2229.54206,1584.367848,18,12,iPhone
11003,155,143,189.5670357,1516,510,65,6301.88098,3111.194675,16,11,iPhone
11019,282,226,302.7963797,1297,114,18,9117.605645,6340.615704,24,19,Android
11067,170,137,319.2611904,881,674,23,3564.863314,734.4762607,6,5,iPhone
11104,99,86,225.4152123,482,4,104,1474.159229,793.3808373,13,10,iPhone
11113,9,7,26.5090847,2410,246,75,4931.469896,716.6643443,3,3,iPhone
11153,35,28,302.2510081,3106,166,38,1388.127847,470.6852896,11,10,Android
11173,124,105,284.8936505,2908,102,1,5272.639727,2883.806075,2,2,Android
11202,100,100,387.3080776,2744,0,0,4676.262629,2080.952449,24,17,iPhone
11210,4,4,87.05531569,1821,0,51,9718.639892,1532.1796,17,13,iPhone
11226,27,27,111.5538235,745,47,4,2516.245285,2035.425237,15,14,iPhone
11272,19,15,130.6950347,1850,148,203,6067.442489,1077.369942,23,22,iPhone
11349,64,51,127.8668002,134,385,4,11464.40879,7986.611403,29,19,iPhone
11408,69,69,119.4915406,661,64,12,3865.471522,880.5129661,21,15,Android
11414,73,59,91.9942238,2079,28,1,1819.238544,787.6809746,20,17,iPhone
11425,201,161,214.2101987,2716,83,51,1138.655846,688.7467069,28,23,iPhone
11440,162,129,255.5020665,1042,92,31,3303.461023,1781.061123,12,5,Android
11476,122,98,124.4085036,1201,0,0,6222.461195,1261.343134,13,13,Android
11494,14,11,141.4339339,1538,42,0,1516.927427,104.1054102,29,20,iPhone
11511,41,38,205.2225267,749,177,0,4781.264763,3631.268337,14,14,iPhone
11519,60,49,131.6830363,816,90,71,3308.772914,1751.688435,19,19,Android
11553,152,122,270.581646,894,162,47,7345.757258,5777.899051,8,8,iPhone
11557,135,135,295.5775426,485,193,0,6489.866366,2897.118878,6,6,iPhone
11559,111,89,131.0127956,1638,0,0,2659.982384,834.2733391,20,20,iPhone
11572,42,37,60.5097124,2649,88,34,1152.241305,778.2011949,10,10,iPhone
11588,230,184,424.693859,801,0,36,3007.026435,1600.902305,1,0,Android
11601,10,9,283.3299313,522,26,32,3239.59627,1038.621773,19,18,iPhone
11668,25,20,92.68654695,2118,0,54,2585.218137,576.8123706,19,14,iPhone
11669,110,89,122.0697461,112,56,43,1573.133836,1137.311045,6,3,iPhone
11684,7,7,51.94942809,1127,0,0,4279.983798,800.12238,2,2,iPhone
11688,44,35,81.87131169,601,124,63,4155.523142,2003.558721,6,6,iPhone
11704,25,21,321.1024694,1802,30,0,1167.791763,430.9717939,22,18,iPhone
11718,92,78,205.3547973,1784,327,17,8377.892175,6863.595854,18,17,Android
11734,52,52,121.715452,3129,423,3,7071.95695,3525.141621,16,11,iPhone
11751,34,29,377.9259305,737,80,32,2253.568346,1483.589121,30,25,iPhone
11771,148,119,148.8394695,1549,190,0,2460.322132,547.4746167,18,16,iPhone
11782,170,137,196.1180193,2343,0,68,2511.693969,1818.177419,0,0,Android
11786,265,218,317.1342553,2811,85,23,1333.675125,402.4034313,8,8,iPhone
11820,76,63,198.8711733,3302,0,6,6004.812873,536.6162721,3,0,iPhone
11822,138,121,183.7206279,2587,108,0,2809.844659,1047.947349,14,6,iPhone
11836,84,67,264.0071455,2429,121,9,6216.670916,3005.907845,30,27,iPhone
11925,117,95,158.2999808,2156,0,74,5053.88367,3237.547295,30,24,Android
11985,21,17,42.69790381,3274,37,6,2806.187535,1242.649518,17,16,Android
11995,34,28,53.60597736,1088,81,0,2375.518569,1159.340501,14,14,iPhone
12026,10,8,37.96352392,1158,44,3,2565.620527,1846.571595,18,16,iPhone
12061,34,28,81.46690099,1029,51,0,3282.314056,2354.878551,0,0,iPhone
12079,46,40,204.6624079,2207,0,214,3310.097781,1224.066378,24,19,Android
12106,8,7,57.93591291,850,0,5,950.2614816,695.4240376,13,11,Android
12151,18,15,198.4772946,1224,0,0,1709.070225,816.1236052,3,3,Android
12162,31,29,42.32546665,16,0,162,4951.869451,2652.592141,6,6,iPhone
12197,95,76,109.1927402,1219,101,20,2092.195256,1632.924189,6,2,iPhone
12206,59,47,231.2921898,2405,755,0,830.8807901,507.1088933,11,6,Android
12301,148,119,241.5501444,939,8,0,4109.723977,431.3581693,19,13,iPhone
12303,175,140,253.8680781,1553,109,0,1073.640267,639.4376324,10,9,iPhone
12337,90,76,206.1373622,2149,0,0,7142.385754,2527.571982,23,23,Android
12368,32,26,167.6180457,824,81,6,1698.587137,994.0717251,14,14,iPhone
12409,84,68,116.2200431,1841,76,51,4569.020556,1414.175193,5,5,Android
12420,189,152,198.7245785,2525,147,158,1792.367205,415.8954457,13,8,iPhone
12425,52,52,477.0496009,161,0,0,3980.384732,651.5658786,15,9,Android
12437,5,5,100.3013097,2141,0,18,1061.896132,316.6171216,29,23,Android
12443,29,24,111.3878146,2335,0,0,4739.781843,3407.114895,15,14,iPhone
12493,7,7,226.4227782,257,49,0,3369.939865,2456.609243,13,7,iPhone
12543,193,157,219.5473345,3328,0,0,3859.65702,1701.355546,20,11,Android
12564,46,37,100.2193053,1096,0,36,883.4893808,195.4379973,13,13,Android
12592,35,35,92.07273213,3013,13,20,3266.907604,1072.214451,17,17,Android
12608,140,113,151.9210167,3475,710,5,4074.032852,2785.370259,3,3,iPhone
12621,556,445,962.4015057,78,9,103,1914.626252,247.6951435,22,20,iPhone
12626,16,13,69.06665243,1174,0,47,7136.031109,3009.156487,16,9,iPhone
12639,93,76,473.9531325,306,83,17,1102.909663,423.9197991,17,15,Android
12662,12,12,231.7085181,408,235,29,3600.734145,359.1446836,27,20,iPhone
12668,123,99,205.1799899,3267,19,0,8404.634031,5056.662529,30,23,iPhone
12672,58,58,197.3419533,1031,6,0,9454.398408,1182.456764,18,14,iPhone
12677,35,35,53.08411837,2261,113,0,2058.437543,982.49677,5,5,iPhone
12688,35,28,61.7300453,1354,0,67,6705.683366,4599.186402,26,23,iPhone
12691,16,16,29.23313301,246,124,80,4058.929053,1001.978525,19,19,Android
12737,80,68,95.49229501,1274,0,0,6425.045522,2506.706165,3,3,iPhone
12760,170,136,225.2077474,2567,55,44,734.497898,479.3848073,9,9,iPhone
12776,114,91,310.9033734,3397,435,2,5901.099368,1252.078805,8,5,iPhone
12781,89,73,298.6636406,2258,0,14,5671.422272,1306.433878,0,0,iPhone
12797,119,95,120.1494733,2263,42,43,6392.767645,3725.556552,31,20,Android
12829,280,239,350.4418538,2763,0,47,1182.495908,763.323442,7,5,Android
12854,12,11,90.51692917,1097,0,0,3203.771431,582.884682,18,14,iPhone
12859,33,27,43.56741763,712,235,35,1798.145069,195.7191118,14,13,iPhone
12860,78,63,227.392503,767,180,0,2311.576275,599.3547131,19,12,Android
12869,46,46,134.4566962,383,27,0,3449.934293,240.6878111,1,1,iPhone
12888,27,27,50.26312205,2062,354,53,2906.485216,1091.069232,10,10,iPhone
12931,208,171,261.9767024,2860,203,0,6023.479506,4937.752052,24,20,iPhone
12982,81,70,213.316458,1213,290,15,3115.001536,741.7218537,27,21,iPhone
13009,298,241,330.5719982,112,110,115,5599.771419,2053.583294,4,4,iPhone
13012,56,45,168.3401809,947,368,103,1025.305971,637.1283205,4,4,Android
13041,76,63,203.7163478,2438,22,0,617.2648177,439.8300643,6,4,Android
13054,12,9,91.06847844,2908,319,22,2995.059613,2182.304758,0,0,iPhone
13082,14,12,17.0506623,2572,295,28,3756.247492,813.8768647,15,13,iPhone
13121,70,56,215.0771151,1287,179,0,1629.362613,1093.631188,10,7,iPhone
13193,20,20,90.71255467,1179,52,0,3486.043106,546.8173919,22,17,iPhone
13216,40,32,179.4725519,2725,38,35,6549.302982,1774.537307,3,3,iPhone
13289,15,12,65.99251532,127,259,0,5161.675168,946.707872,2,0,iPhone
13318,83,68,203.4762876,2929,412,0,3569.582421,725.406008,1,1,Android
13331,24,20,40.54478255,2333,0,66,1930.358933,1001.397106,5,1,iPhone
13335,96,78,98.73738257,296,0,138,2734.254118,1632.835957,15,10,Android
13341,18,15,85.75859229,671,307,84,3763.849702,714.2017789,30,27,Android
13364,37,29,252.7520988,1639,245,0,5141.62946,2205.685382,6,5,iPhone
13370,22,19,309.7786388,725,97,0,823.5690048,582.9297229,8,6,iPhone
13411,16,16,74.35445965,2700,109,7,4689.512831,1238.079434,19,18,iPhone
13416,167,134,236.1792267,1353,102,37,3281.568192,2436.49469,18,10,iPhone
13421,142,114,289.4392225,2246,5,51,5827.327884,2617.711655,14,10,iPhone
13446,52,44,90.84767071,536,0,62,7209.524506,5820.82647,12,8,Android
13451,169,138,190.9031325,3349,1,27,4695.889964,1251.574796,4,4,Android
13476,100,80,197.673628,1101,41,0,6479.197799,2797.834239,13,8,Android
13477,34,29,102.010517,2414,32,51,4136.031819,737.6649961,29,25,iPhone
13483,70,70,218.9142248,1794,247,38,7524.440424,1676.336697,12,12,iPhone
13501,56,46,69.53422854,1119,7,0,2127.120812,1561.777143,22,18,Android
13505,131,105,139.2342437,819,0,34,5144.643625,2458.612703,29,28,iPhone
13638,146,117,236.3848317,241,130,105,5031.636437,743.5846841,22,21,iPhone
13664,6,5,77.07903237,876,312,0,1670.529391,1066.141414,22,16,iPhone
13676,122,102,312.1843465,1276,0,0,661.5054141,221.5306501,23,16,iPhone
13679,82,66,280.5926426,1004,90,110,2405.693427,2003.590588,10,10,Android
13680,21,21,160.288871,2294,0,90,3505.159578,269.1505994,17,10,iPhone
13715,31,31,32.11804261,889,109,0,7220.510895,5043.016217,8,4,iPhone
13721,68,55,82.80316034,2177,319,0,2033.453339,926.3068342,13,12,iPhone
13765,47,47,161.0523495,2000,35,0,2319.747223,1293.298826,24,20,Android
13829,92,73,201.12743,800,39,0,4342.586432,2857.379224,17,12,iPhone
13901,196,157,259.838368,2812,0,0,2525.129153,1802.18793,7,3,Android
13975,101,81,187.2033424,1961,0,30,4346.00559,1404.958176,13,6,iPhone
13977,110,89,375.5633738,390,30,54,2059.074116,1562.207555,14,13,Android
14006,27,22,54.70683366,1400,191,15,6381.241539,594.303763,6,3,Android
14014,33,33,83.04786328,3246,13,139,10514.58766,3921.541279,21,17,Android
14145,82,68,108.2158057,418,26,7,4466.512587,2615.775948,22,16,iPhone
14212,60,49,379.7854212,1400,4,72,3035.087906,2037.0135,10,10,iPhone
14221,51,46,375.2553191,2317,229,0,4870.678422,2202.966999,25,15,Android
14224,25,21,331.0350972,2543,0,10,4592.799498,944.5739792,30,21,iPhone
14231,58,47,61.70677312,2101,52,0,1655.825196,1105.691223,31,20,iPhone
14232,75,60,177.1725297,1503,0,33,4307.938449,3300.407098,11,11,Android
14245,55,46,130.5466076,1740,209,0,2092.14246,1701.926371,24,24,iPhone
14259,11,11,30.42355724,2573,0,6,2970.341415,970.4239689,4,0,iPhone
14261,346,286,366.5508175,2825,164,0,3067.938805,477.8185866,29,19,iPhone
14268,25,20,172.0890597,60,0,19,1447.816881,1101.059441,16,15,Android
14270,174,162,234.0212751,137,0,0,1039.957792,481.5278275,3,0,Android
14302,46,37,310.7165421,404,85,0,4676.979512,1919.079495,16,14,Android
14308,32,25,67.11055303,994,112,72,1133.100893,627.1422236,1,1,Android
14329,130,130,198.1912609,2627,66,19,1899.495433,599.3153696,17,14,iPhone
14357,67,57,107.07129,2927,208,0,4581.030635,1744.18221,0,0,Android
14481,15,13,167.976535,2936,17,4,4266.993933,2922.170001,26,24,Android
14487,13,13,24.85792718,1669,0,31,2884.876233,2273.356049,28,19,Android
14497,19,19,380.6183726,1113,295,0,2800.125209,1214.514573,22,16,iPhone
14515,50,40,67.90274206,3113,63,0,7245.519892,550.4144381,26,17,Android
14522,121,98,343.6474988,2422,450,2,2294.749367,465.3927789,4,3,Android
14542,178,146,300.1177144,3402,0,61,6060.33986,1293.642212,20,12,iPhone
14551,52,52,133.9591434,409,12,0,5197.334311,3378.426263,2,0,Android
14560,107,89,287.2175072,2210,244,0,2003.159944,759.1246791,6,6,iPhone
14565,17,17,164.871787,2561,273,0,5099.864788,3449.305767,20,20,iPhone
14573,37,30,99.41554289,3044,78,113,1397.144722,798.7438648,14,9,Android
14595,19,16,208.4015936,2832,40,0,7692.120343,4781.852844,17,11,Android
14602,172,172,226.8133136,576,208,0,2145.656353,1448.904804,30,22,iPhone
14631,14,12,60.95147722,189,142,38,5141.032593,1738.289676,13,8,iPhone
14651,69,58,240.0627256,2353,7,39,9793.341835,5392.970293,8,3,iPhone
14676,106,106,170.6551793,281,50,0,3267.695633,867.2713343,5,4,iPhone
14690,16,14,56.39718662,1601,183,10,5179.363987,1992.695287,19,19,iPhone
14700,5,5,30.81442017,3235,3,99,5639.909807,3019.328977,22,17,iPhone
14707,96,77,201.7631751,1888,6,3,6790.668025,2745.390424,21,13,iPhone
14719,103,103,122.8830108,2074,109,14,3966.845788,3121.077111,25,16,Android
14758,23,19,48.31959179,2155,79,19,449.221684,166.6121523,10,8,iPhone
14768,58,52,119.0063574,2833,96,53,1713.734121,1071.852565,11,7,Android
14785,58,47,213.3996628,1619,2,0,3784.317588,1902.944787,10,10,iPhone
14803,374,299,640.5854402,260,27,0,4003.057813,2010.275763,4,2,iPhone
14843,81,65,262.4511222,483,108,0,3496.917052,2488.866014,19,18,iPhone
14851,8,6,243.5014021,798,0,0,1581.686981,531.2435572,12,5,iPhone
14873,6,6,71.42283745,3161,174,33,2565.079963,1892.025127,10,4,iPhone
14900,140,116,232.2755713,2502,6,0,2784.905448,1430.035887,10,4,iPhone
14903,15,15,112.2723647,1901,41,33,4820.052948,2987.498434,7,6,Android
14909,111,89,156.9204555,1922,292,0,1593.342628,796.207617,1,1,iPhone
14931,27,23,130.4588421,2152,0,0,2745.719618,2035.743475,16,10,iPhone
14941,191,160,485.3282041,1287,25,0,6468.181924,3466.104564,14,14,iPhone
14943,48,38,96.79701716,555,0,6,8266.129497,5902.351711,19,19,iPhone
