ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device_Android,device_iPhone
1496,0,10,9.0,76.7978392,1771,138,0,2198.871721,487.7973151,5,0,True,False
1497,1,61,52.0,181.0814505,1694,11,4,4129.324116,2160.171593,27,19,False,True
1498,1,15,15.0,146.9967087,2372,0,49,940.4214884,628.9864288,15,9,True,False
1499,1,221,147.75,644.6331381,1116,175,19,3360.635623,1449.817613,9,8,False,True
1500,1,190,147.75,231.1254517,309,103,53,4429.238961,1929.676887,27,18,False,True
1501,1,91,82.0,119.7845867,691,143,29,4183.466771,2499.345222,25,15,True,False
1502,1,5,4.0,178.6715809,2580,514,53,4769.945077,3652.554538,7,3,False,True
1503,1,6,5.0,102.693929,2154,150,66,4062.476532,1352.503789,28,24,False,True
1504,1,267,147.75,398.0210249,1174,295,19,3056.641335,2512.807709,20,14,False,True
1505,1,12,10.0,67.95680054,2459,48,5,4447.022195,346.4820407,11,4,False,True
1506,1,57,46.0,99.40991976,2489,15,0,1786.677111,1437.623357,5,2,False,True
1507,1,31,26.0,54.78725878,2209,30,145,1304.035982,369.7973527,11,11,True,False
1508,0,80,71.0,88.33597998,2331,34,0,4011.368733,2997.551724,2,2,True,False
1509,1,12,10.0,104.4422792,2816,272,0,7816.574932,2037.635201,24,19,False,True
1510,1,0,0.0,168.8298724,3363,0,40,1234.700845,606.9263116,14,13,True,False
1511,1,135,108.0,145.0651885,1720,52,6,3992.145435,2577.274987,13,9,False,True
1512,1,109,88.0,177.385943,1362,21,56,3665.964046,1544.033722,29,25,False,True
1513,0,123,100.0,337.3515206,761,1170,27,994.5250904,711.5250823,12,5,True,False
1514,0,109,88.0,170.1696028,1781,410,0,4322.410421,1192.999146,8,6,False,True
1515,1,11,9.0,61.85364822,2883,141,0,3562.748898,1821.031146,30,28,False,True
1516,1,24,19.0,53.06054672,2361,21,27,2519.8418,1120.294117,10,6,False,True
1517,1,19,19.0,36.83320581,60,234,69,6954.144344,1065.272358,25,16,False,True
1518,1,129,123.0,414.3637912,957,87,22,6121.196247,3573.876247,30,23,False,True
1519,1,110,88.0,122.1186285,2767,425,16,1261.773259,606.8061507,27,22,False,True
1520,1,45,45.0,189.8979299,1232,57,0,5933.675519,2313.476085,8,1,True,False
1521,1,33,29.0,159.0146205,2860,90,11,3087.576632,1984.082809,28,27,False,True
1522,0,101,81.0,226.8170831,170,22,0,6177.007026,4236.422239,2,2,True,False
1523,1,85,72.0,118.509419,3108,356,56,2224.518606,1156.518605,26,22,False,True
1524,1,74,60.0,203.2136109,2665,46,0,2716.042192,906.2105205,17,10,True,False
1525,1,39,32.0,93.13631727,1277,171,0,2492.371813,1905.639659,28,20,True,False
1526,1,59,50.0,67.65518261,2279,0,0,6897.098297,1075.986041,18,14,False,True
1528,1,20,16.0,112.6754945,2063,66,0,2829.879339,780.6641149,23,14,True,False
1529,0,17,14.0,87.50558165,416,165,100,3001.631385,430.2815601,10,9,False,True
1530,1,172,138.0,274.420819,914,8,46,2227.684273,1081.093663,19,14,False,True
1531,0,285,147.75,472.59822,1465,93,2,5277.071479,2283.361685,21,13,False,True
1532,1,7,7.0,26.34163904,2600,62,0,1190.061373,686.4646575,9,7,False,True
1533,1,77,63.0,93.22006908,3469,0,51,1780.833193,1464.96759,5,3,True,False
1534,1,2,2.0,95.07707483,50,334,38,3678.554705,2328.345649,14,11,False,True
1535,1,169,137.0,237.0265109,758,451,0,6353.185144,4425.604466,10,5,False,True
1536,1,29,28.0,112.9966262,2513,107,3,3284.09588,1108.474567,6,0,False,True
1537,1,50,40.0,104.9333012,881,319,129,2595.375635,695.7862629,6,6,False,True
1538,0,32,26.0,116.4273773,1489,116,0,2461.296607,807.7018906,5,5,False,True
1540,1,95,91.0,315.6947962,1352,0,3,3287.638169,1446.507075,10,9,False,True
1541,1,63,50.0,120.6822492,2824,12,2,851.2315241,667.4155063,3,3,False,True
1542,1,66,66.0,121.3027082,1051,0,36,7376.7078,2623.437461,21,14,False,True
1543,0,5,5.0,140.1478212,1945,274,28,6045.442455,2946.889288,21,18,False,True
1544,1,107,86.0,237.6499209,2677,193,26,1094.803847,649.1131361,8,8,False,True
1545,0,180,147.0,284.1027789,2362,114,16,5872.983015,3139.877529,5,5,True,False
1546,1,191,147.75,260.1114219,1318,461,0,3387.556358,1738.851827,19,11,False,True
1547,1,210,147.75,253.5154198,90,160,0,8089.535727,5160.729059,10,5,False,True
1548,1,4,3.0,153.1574088,2751,260,0,2696.454267,2006.583661,24,24,False,True
1549,0,55,47.0,107.5203443,2223,126,6,890.3789561,541.3279017,0,0,True,False
1550,1,79,66.0,169.0873643,3273,54,62,2869.49895,525.0939174,12,7,True,False
1551,0,17,14.0,54.41856253,1405,36,0,6601.046273,3377.725114,0,0,False,True
1552,1,8,7.0,16.54586461,3230,0,0,3046.536175,2154.644837,23,22,False,True
1553,1,72,59.0,77.38606542,572,210,41,5101.124226,3966.027157,18,16,False,True
1554,1,28,27.0,181.3197579,2039,159,50,4560.534393,1210.9099,15,8,False,True
1555,1,52,41.0,139.8945271,2647,246,0,3421.113034,2093.648884,0,0,False,True
1556,1,61,52.0,121.0278988,28,12,0,7929.973718,6503.000835,28,19,False,True
1557,1,42,33.0,78.07135011,294,122,0,5499.342895,4131.984193,22,14,False,True
1558,1,61,61.0,149.4284921,2535,155,7,1940.861387,771.5521841,14,12,True,False
1560,1,27,22.0,145.3743616,3232,16,5,1584.551364,559.4795028,8,8,False,True
1561,1,86,76.0,214.922107,2432,185,0,705.0636435,519.9561303,21,18,False,True
1562,1,78,63.0,90.66815542,3443,97,56,4723.267844,990.5470324,13,9,True,False
1563,1,45,36.0,156.9802312,2509,288,0,6037.371862,3675.546151,19,12,False,True
1564,0,4,4.0,186.1749183,910,261,9,3549.182569,2756.240388,4,3,False,True
1565,1,146,119.0,147.9752149,140,235,22,3192.585057,2516.788677,14,6,True,False
1566,1,122,102.0,255.2141896,297,0,0,1291.904592,1002.32649,22,16,True,False
1567,1,133,106.0,236.837288,2742,254,22,6858.792068,3347.316927,24,18,False,True
1568,1,24,19.0,321.221688,1373,0,0,5993.671051,1701.62177,6,6,True,False
1569,1,397,147.75,402.3404225,1137,5,0,3754.479315,1382.814736,22,16,False,True
1570,1,95,77.0,216.8731833,1263,27,0,4249.069281,1097.656577,14,14,False,True
1571,1,10,8.0,18.39891381,2158,542,47,1154.889888,946.3104903,6,1,True,False
1572,1,175,141.0,176.9807599,2661,147,0,4067.004259,657.3099523,16,14,False,True
1573,0,89,71.0,443.7030058,1280,68,0,7371.411993,1955.470583,3,3,False,True
1574,1,79,63.0,201.8678543,2126,0,84,9492.493459,2956.522875,21,16,True,False
1575,1,8,8.0,11.9082286,1078,343,2,4868.380555,2230.745918,22,16,True,False
1576,1,102,94.0,298.2808401,1253,9,0,3991.875087,1340.017026,18,14,True,False
1577,1,53,43.0,213.7966561,2334,198,30,5589.405387,1685.572162,1,1,False,True
1578,1,60,48.0,183.218385,798,20,0,2005.611465,867.472355,22,20,False,True
1579,1,27,27.0,58.65740511,3449,162,43,1024.457741,821.4177485,11,4,False,True
1581,1,5,5.0,11.98150466,1084,27,15,3876.099687,1386.788774,18,10,True,False
1582,1,38,38.0,47.51685579,3359,2,4,2319.322394,1512.288691,12,10,False,True
1583,1,49,49.0,51.62016826,2577,113,0,8021.886037,2137.792314,7,7,True,False
1584,1,29,24.0,154.0891275,525,0,18,3992.406129,2199.241683,30,20,False,True
1585,1,6,5.0,109.7424489,597,15,0,2973.164689,956.0723474,20,14,False,True
1586,1,0,0.0,389.1434441,2667,483,10,1722.510442,998.6623382,14,7,False,True
1588,1,143,115.0,226.4155969,413,81,31,2619.989066,1703.685733,26,20,False,True
1589,1,6,5.0,118.9525478,2861,212,0,6130.316572,1506.231514,20,20,False,True
1590,1,83,66.0,573.7935479,2355,28,8,4353.970718,1667.239748,30,26,False,True
1591,1,89,89.0,142.1827162,1555,8,0,4329.453126,2099.258195,10,6,False,True
1592,0,255,147.75,329.8051527,1926,0,0,2910.922196,2139.564278,16,9,False,True
1593,1,24,19.0,139.5890526,319,121,138,1680.749508,1221.270991,24,19,False,True
1594,1,27,22.0,54.28689653,1231,336,48,3368.68856,2429.554356,9,9,True,False
1595,1,60,48.0,225.6020994,1331,422,0,3222.016499,1923.751474,11,9,True,False
1596,1,52,44.0,286.7319335,1555,400,45,7128.839916,3017.534171,18,18,True,False
1597,1,98,97.0,134.5437436,1957,344,0,2103.552143,891.046735,31,25,False,True
1598,1,123,98.0,384.9405198,1071,0,0,8542.251571,4607.661582,23,22,False,True
1599,0,76,65.0,313.9387693,1206,25,81,5213.192568,2883.507838,3,2,False,True
1600,1,34,27.0,319.4828883,1866,0,0,1518.030648,1242.272395,26,21,True,False
1601,1,12,10.0,17.60708963,854,1,10,2281.309419,265.0079004,11,11,True,False
1602,1,32,26.0,67.77848383,2659,73,28,2174.887502,1533.881075,25,25,False,True
1603,1,119,96.0,237.422906,2737,87,5,3389.939762,2735.897795,15,11,True,False
1604,1,46,39.0,293.6103932,430,31,51,1904.679319,1451.128958,7,4,True,False
1605,1,143,121.0,319.4783458,304,33,0,4767.715773,3844.701768,14,13,True,False
1606,1,88,72.0,119.9463017,1818,0,0,1593.9202,1022.393184,26,18,False,True
1607,1,71,59.0,130.8558878,1582,142,0,4544.277895,2411.449023,28,18,False,True
1608,1,100,82.0,197.6324861,1026,53,0,1964.899689,1389.958002,14,12,False,True
1609,1,53,53.0,137.7288631,2558,279,0,3613.303313,2116.346467,18,14,False,True
1610,1,189,147.75,328.5331973,3472,22,0,5170.056939,3080.599577,0,0,False,True
1611,0,111,89.0,242.8853395,163,303,16,5659.498249,3111.643965,1,1,True,False
1613,1,135,108.0,419.3195679,763,40,112,7905.737834,5783.566766,14,9,False,True
1614,1,29,27.0,207.2522043,2607,1,10,2542.67098,1334.579343,19,14,True,False
1615,1,97,85.0,101.36618,3037,0,0,1877.029073,766.2239697,1,0,False,True
1616,1,110,89.0,221.9800217,2656,371,51,9088.468744,6933.009055,16,10,True,False
1617,1,5,5.0,49.70726516,3344,283,0,2538.88331,723.0166371,31,28,True,False
1618,1,48,42.0,177.6077646,1306,21,0,6894.159507,2487.221601,21,17,False,True
1619,1,137,110.0,181.4864377,1045,0,54,4389.512578,3583.366308,22,16,True,False
1620,1,78,62.0,117.3377713,2770,51,49,4099.445848,2422.107657,20,13,False,True
1621,1,56,45.0,173.9770375,1859,106,148,881.4939405,514.4732511,6,3,False,True
1622,1,151,120.0,163.4766951,110,46,0,1607.546582,882.8891086,24,14,False,True
1623,1,49,49.0,106.4199373,154,240,3,10067.55736,6826.534627,21,16,False,True
1624,1,21,17.0,48.06213777,3487,59,18,2526.325606,1614.362067,21,17,True,False
1625,1,107,86.0,130.6903581,977,0,180,7053.383275,5833.586349,2,2,False,True
1626,1,9,8.0,173.4323569,1704,0,29,4607.343358,2961.546587,20,17,False,True
1627,1,84,84.0,211.3363297,1945,4,41,9469.415222,4663.00082,6,1,False,True
1628,1,35,29.0,126.0211111,393,252,74,4670.779056,850.3597317,20,18,False,True
1629,1,13,11.0,155.6056847,2236,564,0,3469.465796,238.202906,10,6,True,False
1630,1,31,25.0,48.00125537,2429,0,76,6075.403448,1315.581044,21,14,True,False
1631,1,164,132.0,214.3965335,731,476,131,1868.325862,929.5936514,16,9,True,False
1632,1,88,71.0,288.3362366,3351,0,6,14145.16443,3927.418622,17,12,False,True
1633,0,112,112.0,163.8732677,945,0,0,3923.578196,2460.930831,5,5,True,False
1634,0,201,147.75,312.4326411,3201,0,82,2259.265284,1553.149593,17,16,False,True
1635,0,39,32.0,52.10284262,366,696,0,2355.854117,1176.261726,1,1,False,True
1636,1,35,28.0,119.3966663,3309,196,0,2660.423302,1918.667742,19,19,True,False
1637,1,112,91.0,292.973604,2464,219,36,10842.33145,8750.035737,28,27,False,True
1638,1,90,74.0,144.8878683,2960,151,59,5673.716202,3762.074703,31,29,False,True
1639,0,36,29.0,50.81862041,1630,0,67,1908.923243,605.1359081,24,18,False,True
1640,0,151,121.0,183.8053629,1000,395,0,8555.1719,2189.371025,30,23,False,True
1641,1,184,147.0,235.2700639,1703,1,0,2850.977421,387.549589,27,20,False,True
1642,1,19,15.0,53.18993702,1245,13,15,1852.775947,1391.166478,26,19,False,True
1643,1,113,91.0,148.1443141,617,2,2,2420.394249,1737.557315,24,17,False,True
1644,1,85,76.0,302.0570756,1254,0,0,4941.716565,520.7715742,5,5,False,True
1645,1,17,13.0,22.17790647,2422,304,38,1907.235874,460.6063184,9,4,True,False
1646,1,4,4.0,109.1345449,428,2,44,2142.851298,1723.170604,25,20,False,True
1647,1,52,41.0,290.6768217,2805,199,0,2951.00923,483.7683808,11,11,False,True
1648,1,42,35.0,244.9611553,2228,54,0,2171.994553,209.060616,14,14,False,True
1649,1,15,15.0,56.91086086,2777,142,131,3066.574163,2315.472602,11,7,True,False
1650,0,30,26.0,143.2366945,620,78,85,2059.62235,1172.403454,2,2,False,True
1651,1,29,23.0,82.40967493,1593,236,0,4033.235603,3023.536232,24,21,False,True
1652,0,184,147.75,294.6635587,2466,408,0,977.6191557,358.3187532,16,16,False,True
1653,0,279,147.75,412.5445087,2658,112,4,3267.993812,1526.751218,4,4,False,True
1654,1,90,72.0,106.3287832,2749,0,0,1851.08922,1398.797111,8,5,True,False
1655,1,135,135.0,254.5954164,776,455,55,2253.275876,1562.321739,14,11,True,False
1657,1,143,115.0,362.2952831,2051,78,0,2356.499099,1846.161476,20,13,False,True
1658,1,48,38.0,115.336676,558,108,26,1921.881929,1251.56036,12,9,True,False
1659,1,68,60.0,163.5871308,3259,17,0,5372.246511,2165.319129,3,3,False,True
1660,1,41,33.0,97.60948898,2742,139,23,3835.047687,2585.304555,27,20,False,True
1661,1,125,101.0,266.1243909,1192,0,26,2086.406058,798.4259433,1,1,True,False
1662,1,251,147.75,459.0289099,2417,3,14,10104.75988,3660.804426,30,21,False,True
1663,1,89,72.0,230.0532138,1607,165,5,3610.341107,2546.387897,16,13,False,True
1664,1,25,20.0,110.0621287,1542,107,6,2668.116735,1848.382203,15,10,True,False
1665,1,84,67.0,113.7196194,2443,24,0,3209.554295,2422.704385,27,19,True,False
1666,1,119,96.0,185.3061103,1338,91,0,12069.18169,4111.551459,23,15,True,False
1667,1,22,22.0,92.68932703,3230,357,0,3116.599682,2482.562141,21,19,True,False
1669,1,42,35.0,147.0449551,3191,18,0,5278.699663,3253.871442,1,1,True,False
1670,1,43,37.0,415.372589,1961,630,87,6489.14273,3048.324423,27,22,False,True
1671,1,7,6.0,39.12716491,170,123,0,5847.858908,1930.33915,7,7,False,True
1672,0,108,87.0,193.596536,511,747,26,543.4183431,172.6974459,11,7,False,True
1673,1,209,147.75,242.0100482,2036,432,2,3982.245607,1815.066159,5,1,True,False
1674,0,158,127.0,283.235331,3146,213,0,5434.777325,1236.124608,1,1,True,False
1675,0,127,106.0,133.1280052,1227,0,0,2905.304712,1013.710739,5,5,True,False
1676,1,69,58.0,131.5929884,1139,16,0,2964.66452,2233.293166,3,3,False,True
1677,1,11,9.0,79.59398526,924,0,0,881.1506862,632.3781963,17,14,False,True
1678,1,207,147.75,224.1238897,1993,45,44,4872.336311,2173.878091,22,17,False,True
1679,0,10,10.0,166.7710356,389,507,32,3801.061919,1974.381194,2,1,True,False
1680,0,68,68.0,86.77162411,3365,39,12,2850.93299,2162.579281,1,1,False,True
1681,1,104,84.0,138.3977571,1079,75,61,3016.69855,1509.210645,19,15,False,True
1682,1,77,70.0,109.7518553,3223,76,0,957.493241,735.4182059,13,7,False,True
1683,1,42,42.0,92.79607698,3183,11,61,1094.870317,821.4276292,18,12,False,True
1684,0,3,3.0,211.0716342,1233,290,74,5254.032614,3278.66665,18,12,False,True
1685,1,97,78.0,236.6813655,2053,149,30,2636.092683,1946.166257,27,24,True,False
1686,1,14,13.0,45.01110249,3045,67,0,2966.291093,1352.429261,0,0,True,False
1687,1,141,114.0,196.8174352,3339,156,0,10860.34113,8241.665579,11,11,False,True
1688,0,213,147.75,242.903957,2184,0,95,1297.939584,551.3731151,15,13,False,True
1689,0,1,1.0,99.13909122,927,102,16,4178.53225,2623.954139,0,0,False,True
1690,1,97,79.0,255.406611,160,135,49,1824.820952,1236.456064,3,3,False,True
1691,1,21,21.0,130.6904972,352,160,25,2620.658936,1459.362497,12,8,False,True
1692,1,2,2.0,40.34259448,2631,0,22,3468.113834,1122.78192,6,6,True,False
1693,1,36,32.0,36.94342461,1379,498,41,3604.64248,994.5447567,28,26,True,False
1694,0,10,10.0,77.08371422,1893,1,0,5444.888524,3692.09044,2,2,False,True
1695,1,39,32.0,50.87848705,2268,0,0,4063.65866,415.8057448,9,9,True,False
1696,1,108,108.0,151.1440232,2205,78,59,4570.920755,1634.952969,23,23,True,False
1697,1,15,15.0,154.5241694,1806,5,82,5143.275552,1798.960536,8,8,False,True
1698,0,158,137.0,181.5831165,2126,144,30,2488.202247,1493.776156,12,12,True,False
1699,1,32,26.0,51.86801368,1173,65,135,2930.676986,1656.921546,9,4,False,True
1700,1,32,27.0,135.6495638,1253,0,0,8221.707664,6818.528288,14,14,False,True
1701,0,4,3.0,168.6430664,2477,323,156,4132.931512,2792.016893,24,15,False,True
1702,1,71,57.0,154.9859221,3338,17,0,619.2676368,299.48512,15,14,False,True
1703,1,78,63.0,105.2048107,1625,193,116,4721.186465,3488.278535,26,25,False,True
1704,1,112,92.0,257.1538415,844,100,0,1126.089078,354.6481697,17,15,False,True
1705,1,12,11.0,80.28862899,24,0,0,2553.09859,1355.451344,24,15,False,True
1706,1,54,43.0,199.6175221,3381,280,16,1263.167935,910.9481113,26,20,True,False
1707,1,2,2.0,62.74945792,191,216,0,2825.933146,2284.744522,20,19,False,True
1708,1,7,7.0,50.57747027,1107,73,186,4013.09619,349.8297246,18,18,False,True
1709,0,28,28.0,225.0721942,1670,43,16,1072.11586,647.1124785,24,15,False,True
1710,0,61,52.0,213.7264203,462,286,82,3427.675207,2351.145597,9,9,False,True
1711,1,41,41.0,102.6398114,2265,0,0,3022.427453,2345.84517,1,1,False,True
1712,0,29,27.0,99.86820763,2624,0,90,1471.762531,1017.024144,3,3,True,False
1714,0,147,117.0,349.1723816,2413,0,5,5509.018539,4199.364784,7,5,False,True
1715,1,34,27.0,81.16729441,1933,0,133,5760.320305,1703.567411,19,12,False,True
1716,1,9,9.0,114.6057025,2099,172,0,1966.186404,1447.168624,9,4,False,True
1717,0,19,19.0,38.7904993,611,23,0,10162.87028,3168.793223,17,12,False,True
1718,0,65,56.0,69.95222152,266,144,0,4549.536544,3177.233656,6,0,True,False
1719,1,243,147.75,434.9696683,385,26,0,3416.415787,2000.770744,17,11,False,True
1720,1,56,45.0,156.8555635,326,415,0,4945.167206,2462.67441,22,18,False,True
1721,1,36,29.0,135.6065379,2099,0,0,2381.17547,1029.546061,10,10,True,False
1723,1,10,10.0,333.4597061,2712,37,14,1625.745145,425.8861266,4,2,False,True
1724,1,25,20.0,74.2904269,2331,727,46,3608.093163,1300.728566,9,9,False,True
1725,1,22,18.0,85.9383278,1867,110,0,8033.082934,4882.902885,14,14,False,True
1727,1,102,82.0,118.6841568,29,86,38,2403.032834,857.8163799,27,17,True,False
1728,1,49,49.0,346.4398778,3089,48,0,1038.158537,84.01901524,2,0,False,True
1729,1,5,5.0,155.6617339,951,52,85,1806.855485,1310.993774,26,19,False,True
1730,1,142,142.0,571.4582424,2203,141,43,5049.973787,3386.181827,28,23,True,False
1731,1,54,45.0,430.3433164,2813,239,0,3570.930397,2863.389257,11,6,False,True
1732,1,67,55.0,243.423723,2367,0,50,1894.290748,1059.526067,18,15,False,True
1733,1,116,96.0,160.6287639,1775,13,0,1150.037275,719.2486241,23,20,True,False
1734,0,78,66.0,663.5355558,779,24,0,2098.556268,1180.387759,9,7,False,True
1735,1,129,103.0,328.8490029,275,88,68,7448.921724,2098.16422,1,1,True,False
1736,1,11,11.0,35.85928994,390,32,123,5970.309472,4251.076646,9,7,False,True
1737,0,45,45.0,200.7814073,730,92,0,8020.447085,4439.526662,27,20,True,False
1739,1,240,147.75,248.9173789,1112,82,36,5759.86329,2075.883437,29,26,False,True
1740,1,69,69.0,146.2039114,708,174,0,9702.210345,4434.807847,12,11,False,True
1741,1,22,18.0,313.4042246,1343,151,0,3744.16777,366.6743977,10,6,False,True
1742,0,127,109.0,137.1836673,3031,10,0,2735.46594,1817.605281,15,12,False,True
1743,1,35,35.0,53.00881794,2761,302,22,4442.061453,1973.438744,16,11,False,True
1744,1,257,147.75,277.9413433,2734,150,0,863.758886,671.0718564,24,20,False,True
1745,1,61,61.0,98.57489661,2587,76,0,2071.583486,266.6946885,29,23,False,True
1746,0,7,6.0,96.70208358,556,32,35,2563.948242,377.8202701,30,24,False,True
1747,1,16,16.0,136.5490689,2297,0,0,3745.899134,1728.287524,9,3,True,False
1748,1,102,92.0,135.6438689,1316,248,41,634.8285044,276.9896352,7,7,False,True
1749,1,59,59.0,344.4079473,1967,128,0,1790.675672,1096.904355,18,11,False,True
1750,0,50,43.0,197.4468053,2357,0,0,2703.872587,1565.720145,1,0,False,True
1751,1,47,38.0,135.9458063,728,276,42,5584.656837,3030.063635,8,2,True,False
1752,1,236,147.75,264.13167,808,102,32,3762.317552,3063.171595,11,11,False,True
1753,1,11,9.0,55.53961084,3383,29,0,3946.631875,953.8026081,24,20,True,False
1754,0,182,146.0,261.0946736,1879,634,6,4918.052906,1610.484897,15,8,False,True
1755,0,85,68.0,249.4511916,92,0,20,4569.46872,184.1387436,16,15,False,True
1756,1,114,93.0,276.7376376,1262,6,0,2249.592563,1230.961506,16,15,False,True
1757,1,94,75.0,306.622865,3226,0,19,4879.401168,1962.749051,7,3,False,True
1758,1,74,60.0,207.261814,2804,139,101,5841.777588,359.2182779,2,0,True,False
1759,1,247,147.75,365.1879509,434,126,7,4800.341502,727.4567597,19,13,False,True
1760,1,250,147.75,321.0727305,1332,0,20,2701.471545,920.7843814,13,6,False,True
1761,1,33,27.0,43.91967604,2251,709,61,2562.178918,1071.540545,21,16,False,True
1762,1,1,1.0,139.9283829,173,0,0,3981.902663,2753.093168,10,7,True,False
1763,1,13,13.0,252.2021838,3148,215,97,6227.179829,1562.185601,21,21,False,True
1764,1,74,60.0,109.7403127,1034,156,6,4591.859714,2391.204353,24,24,True,False
1765,1,78,64.0,227.4906392,850,149,56,3021.924,949.5978295,30,22,True,False
1766,1,207,147.75,571.1525827,3440,0,2,1270.590872,666.7223383,5,5,False,True
1767,1,25,20.0,60.97705224,439,177,14,5908.067714,2444.010886,23,21,True,False
1768,1,86,71.0,90.62619468,1514,0,0,2412.794881,1500.506303,14,6,False,True
1769,1,59,47.0,118.6947835,1614,98,0,2344.0231,116.7806551,14,9,False,True
1770,1,118,96.0,267.741445,2386,319,0,4334.035918,3608.723039,26,25,True,False
1771,1,15,12.0,27.03185542,2328,100,0,1320.026176,274.9018565,24,24,False,True
1772,1,23,19.0,159.9989111,1947,243,3,3028.49927,997.4727826,10,8,True,False
1773,1,39,35.0,208.850188,1435,23,41,2986.56244,555.1359207,25,25,True,False
1774,1,18,14.0,72.67082571,3342,224,88,5704.340329,271.0663289,27,20,False,True
1775,1,101,83.0,109.3811899,1525,0,33,3213.857818,2598.816796,16,14,True,False
1776,1,44,36.0,90.04638889,1878,415,25,6340.521943,3988.837813,21,18,True,False
1777,1,45,36.0,64.51943009,2403,336,0,3388.054786,2100.927218,18,18,False,True
1778,1,44,35.0,70.9216776,3248,0,0,3134.653631,2049.312876,20,20,False,True
1780,1,90,90.0,108.040826,1297,473,26,1601.675528,347.2931471,9,9,False,True
1781,1,19,17.0,89.99329172,3217,152,0,1575.486324,688.9367741,31,26,False,True
1782,0,16,13.0,117.2445764,2173,225,90,1887.224045,999.1985544,8,5,False,True
1783,1,54,43.0,203.0578328,2284,24,109,10532.23383,4447.805396,14,10,False,True
1784,1,29,23.0,41.97207016,2129,367,0,8678.205948,3098.449496,14,13,False,True
1785,1,26,26.0,378.2317958,2640,105,3,919.7443902,625.308626,11,6,False,True
1786,0,93,80.0,108.5208306,1814,120,89,1681.430299,644.1917012,2,2,False,True
1787,1,38,33.0,55.66414292,1746,75,0,3197.651515,1573.181058,4,2,False,True
1788,1,182,147.0,440.1232048,1139,143,1,1941.005932,1062.92825,0,0,False,True
1790,1,421,147.75,548.909431,1403,0,42,3498.677566,2249.049387,9,9,False,True
1791,0,4,4.0,11.07987047,1476,108,43,2245.850536,1753.46483,16,10,False,True
1792,1,184,147.75,359.0490427,446,130,2,6895.966686,1594.696428,19,18,False,True
1793,1,19,19.0,29.50426326,2601,35,41,3062.764228,264.9369793,24,23,False,True
1794,1,58,47.0,106.8380758,163,0,0,2950.422144,1414.494099,29,24,False,True
1795,1,218,147.75,743.8232759,454,0,49,683.3109645,544.3960325,13,6,False,True
1796,1,59,47.0,60.8053208,867,98,0,4379.57992,2634.42479,6,2,False,True
1797,1,3,3.0,235.7197566,207,37,72,2306.820065,1552.467447,26,21,False,True
1798,0,11,9.0,65.92837733,1539,193,103,4461.013253,873.8750264,17,17,False,True
1799,1,60,60.0,69.6261171,1397,0,145,2989.530862,2169.013405,13,13,False,True
1800,1,61,49.0,76.24704691,2115,0,0,2574.422752,1959.748894,30,19,True,False
1801,0,43,37.0,257.2830139,3013,0,10,1234.48666,626.3439316,8,4,False,True
1802,1,12,10.0,170.0451861,1661,50,48,3813.072307,2425.83356,27,25,False,True
1803,1,9,9.0,26.14684605,3341,0,0,2279.179988,1696.556325,30,24,True,False
1804,1,53,53.0,140.0039271,160,167,84,3380.983419,1096.713436,17,13,False,True
1805,0,24,19.0,31.74432473,712,234,35,6529.219667,3952.35418,9,3,False,True
1806,1,0,0.0,37.16869048,3098,236,0,5570.745476,943.9501607,6,0,True,False
1807,1,42,40.0,49.32014906,1265,38,0,3654.537657,961.099333,28,18,True,False
1808,1,36,29.0,68.50860815,1567,99,69,6427.1116,733.463748,17,15,False,True
1809,0,40,32.0,43.25093412,3152,77,37,4398.278923,1656.887563,1,1,False,True
1810,0,2,2.0,131.9262005,856,196,0,3688.769793,2840.16608,7,4,False,True
1811,1,185,147.75,242.4352659,2625,171,23,2707.386102,1098.459072,3,3,False,True
1812,1,154,124.0,396.5618024,2577,342,177,10750.07042,1618.715521,29,20,False,True
1813,1,24,23.0,179.3984947,1220,589,35,3293.304213,2426.111422,19,18,True,False
1814,1,319,147.75,434.0194505,3427,120,52,5181.030211,1261.247444,5,3,False,True
1815,1,92,92.0,177.7140482,663,195,70,9762.35379,7089.372395,8,7,False,True
1816,1,42,33.0,144.3298933,1634,61,0,5517.240837,4075.121768,29,26,False,True
1817,1,1,1.0,183.7076582,2653,577,0,1503.54192,1189.611878,31,30,False,True
1818,1,123,99.0,205.5794803,3297,624,0,11375.61027,8611.39063,29,28,False,True
1819,0,94,78.0,697.4281215,2852,131,41,7154.250908,5823.045217,2,1,True,False
1820,1,67,67.0,244.0364069,444,145,28,2414.125846,1953.223112,13,6,False,True
1821,1,86,69.0,332.7596343,1910,0,24,5738.296812,662.6026339,9,6,False,True
1822,1,37,34.0,136.18027,3224,170,7,903.9503485,233.3760844,5,3,False,True
1823,1,173,147.75,226.6349741,2372,172,68,10330.43425,2609.733445,10,5,True,False
1824,1,27,23.0,115.3472254,1651,121,0,1023.574846,623.3424166,26,18,True,False
1825,1,143,115.0,255.3168063,3467,121,22,907.6342278,164.8840125,11,11,False,True
1826,0,12,10.0,116.1453988,1146,181,0,4607.494368,3761.577369,3,3,True,False
1827,1,9,9.0,123.1740517,3258,0,90,6935.162383,4058.169531,20,17,True,False
