ID,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device
5021,99.0,81.0,383.6705414,2139.0,128.0,0.0,8055.849299,4482.802312,11.0,6.0,1
3709,188.0,150.0,497.6002012624999,290.0,292.0,0.0,8552.529753,456.303192,12.0,6.0,1
13788,195.0,156.0,202.5817965,1959.0,2.0,80.0,2526.681329,727.0893096,19.0,10.0,1
12812,41.0,41.0,47.8018679,2215.0,15.0,8.0,7149.729605,4945.62149855,10.0,5.0,1
3403,64.0,55.0,330.3662531,1411.0,5.0,72.0,1923.062464,505.2897654,3.0,0.0,0
11493,46.0,46.0,60.26179228,1592.0,0.0,61.0,3484.589282,2141.56354,6.0,6.0,1
7793,123.0,99.0,156.5035753,1972.0,4.0,0.0,5152.467652,4252.029357,8.0,8.0,1
4730,101.0,82.0,353.0431932,1358.0,140.0,16.0,2451.780674,1532.524531,7.0,7.0,0
10292,29.0,27.0,151.5948085,3272.0,21.0,55.0,9609.442985,4945.62149855,30.0,23.0,0
13237,245.5,205.0,487.804897,610.0,60.0,0.0,1253.556673,937.6056149,5.0,5.0,0
9753,191.0,153.0,338.4380215,2394.0,147.0,10.0,5146.083241,3630.835737,20.0,12.0,1
2258,25.0,20.0,288.0416788,173.0,100.0,27.0,2426.357269,1360.805572,23.0,17.0,0
5197,245.5,205.0,252.8487332,1448.0,0.0,107.5,3514.971233,2066.14606,24.0,23.0,1
9839,25.0,22.0,58.46055456,3379.0,0.0,16.0,2124.626465,1412.725234,21.0,14.0,1
9084,24.0,20.0,53.18417084,94.0,33.0,18.0,4950.914563,3073.815552,14.0,13.0,1
12370,56.0,45.0,177.9484087,2750.0,0.0,0.0,2915.710973,1615.935346,2.0,2.0,0
13968,80.0,80.0,497.6002012624999,1787.0,380.0,70.0,1688.474622,1296.449335,18.0,15.0,1
13749,77.0,62.0,124.2906035,120.0,6.0,0.0,3787.35371,1348.362082,10.0,5.0,0
8169,78.0,62.0,85.0192595,814.0,233.0,0.0,2208.856502,1140.094477,8.0,2.0,0
5017,23.0,18.0,55.45018075,3316.0,0.0,0.0,6950.284875,3706.124834,28.0,24.0,0
2272,25.0,21.0,170.1818828,2483.0,0.0,25.0,3618.25645,1981.53582,26.0,23.0,0
3304,2.0,2.0,49.35084605,3232.0,275.0,0.0,2469.898815,1920.053341,9.0,8.0,1
10541,9.0,7.0,187.1496312,1727.0,71.0,3.0,2008.02517,649.9321341,22.0,22.0,1
6771,89.0,72.0,164.2812266,3219.0,39.0,0.0,6957.838931,2107.116727,19.0,11.0,1
1942,8.0,8.0,141.3942452,3168.0,121.0,18.0,3579.895288,2563.48624,19.0,10.0,1
11008,151.0,124.0,203.7796373,2253.0,184.0,0.0,3593.879595,2104.861913,9.0,8.0,1
6371,48.0,40.0,259.816864,3310.0,0.0,9.0,9960.681768,427.0402578,17.0,14.0,0
352,26.0,21.0,95.00014291,3455.0,391.0,40.0,9960.681768,1899.345748,6.0,2.0,1
12177,76.0,76.0,166.1929619,1166.0,69.0,21.0,1837.20153,1010.55048,6.0,6.0,0
4784,0.0,0.0,53.2684338,2449.0,85.0,34.0,7046.534981,2686.916051,27.0,23.0,1
3105,61.0,54.0,95.58908663,2053.0,28.0,25.0,1888.538421,33.91135074,1.0,1.0,1
5823,239.0,199.0,239.062787,473.0,119.0,1.0,1433.370835,1182.623902,20.0,18.0,0
7520,212.0,170.0,244.5931412,2085.0,101.0,107.5,4526.926761,989.3324512,25.0,16.0,1
12084,91.0,78.0,196.9297111,465.0,27.0,0.0,552.8459602,411.0721262,5.0,2.0,1
626,35.0,28.0,96.97989514,1586.0,0.0,36.0,2256.970567,561.8199532,29.0,22.0,0
8125,34.0,28.0,140.6190543,2773.0,0.0,0.0,9960.681768,4945.62149855,3.0,2.0,1
4192,135.0,108.0,206.5198732,986.0,138.0,0.0,8654.047988,2710.977147,8.0,3.0,1
8984,37.0,37.0,74.87296611,1278.0,33.0,66.0,2842.070673,1897.533738,19.0,12.0,0
12462,15.0,12.0,189.6674105,494.0,103.0,23.0,1913.378484,1059.66616,20.0,13.0,1
13444,148.0,142.0,151.9907834,1167.0,334.0,10.0,2553.34973,969.5696864,7.0,3.0,0
8484,193.0,155.0,199.6062247,3075.0,0.0,22.0,1065.111674,673.3431947,2.0,2.0,1
9271,12.0,10.0,74.74932426,1801.0,0.0,3.0,4240.305845,1122.697937,19.0,13.0,1
14817,52.0,42.0,59.64887814,33.0,242.0,0.0,2279.699317,892.5998611,17.0,16.0,0
3806,67.0,54.0,69.39971182,626.0,435.0,0.0,2589.00866,1172.077732,24.0,19.0,1
2589,116.0,96.0,362.7893142,2988.0,7.0,107.5,566.1503012,400.5520184,12.0,12.0,0
526,245.5,197.0,297.0088944,1790.0,40.0,0.0,2126.444581,399.9437093,11.0,11.0,1
7357,30.0,24.0,68.37249724,484.0,134.0,0.0,1307.717558,966.2237255,23.0,20.0,1
10317,34.0,29.0,80.54068806,928.0,0.0,1.0,324.9928436,29.49831738,29.0,21.0,1
6840,117.0,94.0,249.7843417,908.0,239.0,4.0,2006.107104,932.289991,10.0,5.0,1
7608,167.0,134.0,482.8662741,2022.0,93.0,0.0,4456.926786,1939.949605,10.0,7.0,0
3341,94.0,92.0,198.1640652,2579.0,48.0,56.0,1526.65894,336.8820838,15.0,13.0,1
1292,14.0,14.0,27.63061379,3298.0,191.0,0.0,3403.264043,1014.303047,16.0,16.0,1
7624,14.0,11.0,88.5314548,88.0,78.0,5.0,2314.007396,934.0664302,5.0,5.0,0
6534,103.0,103.0,398.2109357,405.0,257.0,38.0,2631.078908,1061.483932,6.0,1.0,1
11287,30.0,25.0,143.5322103,1539.0,200.0,0.0,3066.35948,2142.979684,16.0,14.0,0
14628,245.5,205.0,406.0609981,1718.0,28.0,63.0,5156.850385,2112.397065,10.0,3.0,1
12530,134.0,108.0,135.9370777,2302.0,279.0,93.0,6346.189794,2692.893496,11.0,11.0,1
12114,131.0,105.0,152.1867935,1399.0,0.0,0.0,5470.151427,4400.916964,14.0,14.0,1
8503,190.0,153.0,257.1808976,584.0,96.0,11.0,2096.086683,804.4677274,12.0,9.0,1
3694,24.0,19.0,56.90756849,862.0,374.0,107.5,1559.551149,730.0809949,15.0,15.0,1
6169,52.0,42.0,105.3608941,2269.0,435.0,0.0,2762.925463,1482.99953,7.0,7.0,1
11306,245.5,201.0,284.7774888,2125.0,211.0,55.0,9960.681768,4945.62149855,31.0,23.0,1
2820,79.0,64.0,81.1066349,75.0,0.0,0.0,3599.622802,1920.286752,9.0,4.0,1
2356,24.0,19.0,67.98601387,2275.0,283.0,9.0,3173.206674,2141.780034,18.0,18.0,1
4641,28.0,28.0,174.9956318,3331.0,435.0,35.0,3139.288029,914.1948026,8.0,8.0,1
13980,40.0,33.0,45.19441791,2663.0,20.0,0.0,4812.714183,1905.227863,16.0,16.0,0
14303,70.0,58.0,93.97245367,2901.0,0.0,0.0,6318.28532,2095.168064,23.0,23.0,1
7230,53.0,50.0,135.4445008,2128.0,288.0,42.0,5161.440068,1558.613106,2.0,0.0,1
2117,82.0,68.0,214.9839826,3290.0,152.0,0.0,3558.883647,1684.184098,1.0,1.0,0
2375,78.0,62.0,132.6023519,732.0,4.0,107.5,7315.746925,2580.955127,6.0,3.0,0
10473,111.0,89.0,158.0760481,2201.0,114.0,0.0,2094.252648,737.2038731,30.0,21.0,1
11378,245.5,205.0,345.2690071,2775.0,81.0,0.0,6529.819186,4945.62149855,14.0,14.0,1
9357,80.0,65.0,304.2029226,1534.0,337.0,0.0,6881.748387,972.2779614,27.0,18.0,0
6302,50.0,40.0,104.2398792,2476.0,74.0,0.0,8562.411356,386.5282581,2.0,2.0,0
13122,8.0,7.0,38.47275916,1237.0,44.0,0.0,6195.182461,1793.383858,12.0,8.0,1
6215,7.0,6.0,11.80012371,2471.0,37.0,0.0,3016.739273,1680.475272,22.0,13.0,0
10701,245.5,205.0,387.3013646,3483.0,182.0,10.0,4818.851529,3900.918842,2.0,0.0,0
3701,1.0,1.0,119.63369,2326.0,44.0,0.0,2568.903998,1583.887068,7.0,7.0,1
7806,245.5,205.0,385.7480395,2964.0,138.0,98.0,1894.49233,1099.285146,25.0,23.0,0
5828,134.0,111.0,146.8371771,1910.0,0.0,34.0,9960.681768,4945.62149855,6.0,1.0,1
2200,19.0,15.0,82.62440421,3372.0,110.0,0.0,776.9218274,215.2414926,5.0,5.0,1
11819,5.0,4.0,250.4282608,374.0,82.0,0.0,2704.832021,1080.081529,29.0,25.0,1
12907,123.0,100.0,222.4095944,35.0,156.0,107.5,1312.416422,712.059283,2.0,1.0,1
6973,49.0,39.0,240.2148294,2860.0,23.0,0.0,2624.402225,1601.529893,29.0,22.0,1
12872,14.0,12.0,170.9514503,886.0,0.0,0.0,1905.545668,675.6764477,18.0,18.0,1
5594,154.0,124.0,167.555463,1789.0,162.0,0.0,482.3533896,360.1860064,4.0,0.0,0
9106,48.0,42.0,219.8146692,983.0,149.0,20.0,5070.873207,3587.176727,26.0,25.0,1
3474,117.0,94.0,194.7214062,1510.0,238.0,0.0,3125.879944,865.504373,25.0,19.0,1
12521,39.0,39.0,162.6602962,1536.0,323.0,78.0,5778.550532,4337.587281,29.0,20.0,1
7811,66.0,65.0,229.6294985,487.0,0.0,107.5,3470.382612,387.5446502,23.0,18.0,1
6675,91.0,74.0,104.5198231,3425.0,435.0,0.0,1732.545511,984.2207697,11.0,4.0,1
13117,25.0,22.0,32.35771869,1513.0,77.0,107.5,2307.297188,157.6176132,18.0,10.0,1
1909,245.5,205.0,461.3352956,3448.0,435.0,0.0,3964.908952,2358.14918,17.0,10.0,1
9576,80.0,76.0,275.3289076,3174.0,183.0,0.0,8062.800106,4945.62149855,6.0,6.0,1
1316,245.5,205.0,398.1104405,101.0,30.0,59.0,2371.3945,1029.561441,13.0,5.0,1
14824,9.0,7.0,287.8416776,1018.0,160.0,0.0,6536.662244,2709.838767,29.0,22.0,1
2857,47.0,39.0,230.4451675,1318.0,87.0,107.5,919.8283912,410.2214122,17.0,17.0,1
4092,89.0,72.0,354.8013675,714.0,92.0,36.0,2140.345325,1352.226303,29.0,23.0,1
3586,101.0,81.0,128.0345687,3185.0,1.0,32.0,2789.673843,1701.89117,11.0,11.0,1
14305,9.0,7.0,35.69160097,1073.0,79.0,5.0,7993.507748,563.7478248,11.0,7.0,0
12139,106.0,86.0,156.2233981,1155.0,4.0,88.0,9960.681768,3819.907347,18.0,18.0,1
3827,245.5,205.0,497.6002012624999,2632.0,5.0,107.5,273.4977403,128.0545638,10.0,3.0,1
6189,37.0,29.0,95.44933331,1528.0,93.0,0.0,1421.826692,1048.462272,8.0,8.0,1
10648,22.0,18.0,162.4900785,897.0,435.0,0.0,4103.472122,3287.462959,14.0,11.0,1
7091,193.0,161.0,243.7357055,647.0,0.0,107.5,1360.565397,342.6642753,19.0,13.0,1
9823,6.0,5.0,125.4709519,1151.0,0.0,63.0,6505.743903,4470.294908,12.0,12.0,1
7154,52.0,42.0,128.9821208,2191.0,130.0,0.0,4471.500134,3494.619163,8.0,8.0,0
1636,35.0,28.0,119.3966663,3309.0,196.0,0.0,2660.423302,1918.667742,19.0,19.0,0
2814,183.0,147.0,206.0643724,940.0,0.0,101.0,4056.969975,2310.369623,17.0,17.0,1
12802,122.0,98.0,409.4292033,1051.0,0.0,0.0,7076.791149,2993.456038,28.0,19.0,1
10606,68.0,68.0,93.38757941,1725.0,147.0,43.0,9960.681768,4945.62149855,10.0,4.0,1
8355,35.0,28.0,237.0736733,289.0,138.0,0.0,2874.394693,159.0421712,22.0,17.0,0
5205,50.0,45.0,120.9575509,2552.0,333.0,0.0,4207.238249,3031.744402,28.0,26.0,1
7944,176.0,176.0,273.3889876,1836.0,18.0,0.0,4718.735419,3188.374142,25.0,18.0,1
3844,17.0,17.0,369.9077097,3201.0,215.0,8.0,1545.374638,813.446493,13.0,12.0,0
2140,24.0,22.0,119.861295,2952.0,72.0,0.0,3478.980902,1701.076338,2.0,2.0,0
13905,124.0,100.0,225.730086,1475.0,170.0,41.0,5289.599183,1239.284601,6.0,4.0,0
2274,104.0,87.0,128.5457698,217.0,56.0,107.5,2998.012377,191.4441521,21.0,15.0,1
2266,29.0,23.0,76.4184595,385.0,222.0,37.0,2634.951393,1297.617244,12.0,11.0,0
7657,74.0,59.0,175.1545467,381.0,307.0,98.0,1820.226186,778.1882495,24.0,24.0,1
14107,30.0,29.0,55.49020455,823.0,12.0,66.0,3392.949006,2597.806,18.0,16.0,0
4605,22.0,18.0,76.60325274,376.0,372.0,44.0,1794.662681,1105.154186,8.0,8.0,1
10285,3.0,2.0,13.29225702,3083.0,178.0,0.0,1463.994121,534.4680228,14.0,14.0,1
2834,37.0,34.0,66.00329167,3332.0,143.0,0.0,3972.167985,324.2510686,27.0,21.0,0
7338,80.0,65.0,123.8550336,2514.0,238.0,88.0,7598.04623,1238.382113,1.0,1.0,0
4331,52.0,42.0,356.7277946,1540.0,96.0,107.5,5615.701648,911.5603641,18.0,14.0,0
3754,6.0,5.0,208.9792407,2585.0,425.0,9.0,5687.427968,4669.685884,30.0,29.0,1
4265,31.0,31.0,117.3193897,2432.0,160.0,85.0,1999.546659,1016.712207,14.0,6.0,0
12732,245.5,205.0,430.3146917,3245.0,114.0,49.0,3437.697178,811.8441167,28.0,20.0,0
14519,110.0,88.0,155.8724003,69.0,33.0,0.0,1452.248811,944.4154222,12.0,9.0,1
303,21.0,20.0,80.20881981,76.0,133.0,60.0,5114.768154,1815.323806,25.0,23.0,1
10091,2.0,2.0,159.9196093,465.0,382.0,55.0,5779.451972,3413.019282,18.0,10.0,0
12458,193.0,155.0,321.0599038,2312.0,197.0,0.0,2787.089794,2099.739575,4.0,4.0,0
644,213.0,172.0,241.3729846,2121.0,402.0,0.0,2441.816994,1665.512323,25.0,15.0,1
490,15.0,13.0,30.46974195,2308.0,75.0,62.0,9960.681768,4945.62149855,28.0,21.0,1
1162,21.0,18.0,263.9725178,359.0,122.0,63.0,2934.552139,1435.02688,6.0,5.0,1
12168,231.0,185.0,298.7616887,405.0,354.0,0.0,740.0684216,175.3630665,23.0,23.0,1
10982,136.0,113.0,204.3519773,3383.0,113.0,0.0,1806.278748,60.80988451,21.0,17.0,0
2168,47.0,38.0,114.7312463,3447.0,383.0,91.0,1374.210562,1121.093589,9.0,4.0,0
2233,128.0,110.0,186.1760143,1628.0,0.0,0.0,2739.628193,1059.682479,18.0,16.0,1
11551,22.0,22.0,44.17270293,2860.0,233.0,0.0,1870.731623,320.0549798,23.0,19.0,1
8917,75.0,63.0,104.1182815,379.0,18.0,0.0,3478.057311,507.1698681,27.0,22.0,1
7757,74.0,63.0,102.0852104,2080.0,2.0,60.0,846.969482,138.6558999,24.0,21.0,1
10845,120.0,96.0,269.529976,423.0,0.0,0.0,5616.917822,1753.285317,5.0,4.0,0
8008,214.0,173.0,224.8657423,2934.0,98.0,107.5,4018.827114,856.0907889,22.0,14.0,1
1785,26.0,26.0,378.2317958,2640.0,105.0,3.0,919.7443902,625.308626,11.0,6.0,1
14640,14.0,14.0,27.49212535,3033.0,151.0,107.5,2460.780538,1381.460822,1.0,0.0,1
9591,109.0,87.0,153.5977823,996.0,0.0,18.0,5978.913289,4020.426799,29.0,26.0,0
9054,25.0,21.0,121.3471758,2360.0,0.0,29.0,4332.442476,1267.468208,29.0,26.0,1
14428,6.0,5.0,42.49012514,2928.0,0.0,28.0,713.8980997,110.396834,8.0,8.0,0
6163,41.0,38.0,92.29156695,1975.0,0.0,10.0,2599.813701,555.9998225,11.0,11.0,1
12130,47.0,38.0,157.9994335,1339.0,0.0,91.0,1493.566042,436.7048303,22.0,19.0,1
2537,1.0,1.0,125.5738123,1631.0,95.0,0.0,5207.828046,3623.249174,6.0,6.0,1
8178,59.0,55.0,143.9254409,2636.0,53.0,0.0,4665.957032,2106.709789,2.0,2.0,0
11303,61.0,49.0,125.0255392,2642.0,128.0,0.0,5319.59708,3824.498896,2.0,2.0,1
8094,7.0,6.0,256.0878001,3054.0,55.0,23.0,6776.564751,2785.976958,29.0,21.0,0
14666,45.0,37.0,137.383285,2231.0,0.0,57.0,3405.604396,2598.838069,10.0,10.0,0
10722,6.0,6.0,42.01444969,2203.0,172.0,0.0,5358.968356,412.9164591,2.0,2.0,1
11411,9.0,9.0,83.60661539,1568.0,379.0,47.0,2781.295181,1813.830009,19.0,16.0,1
4958,28.0,22.0,142.9667293,2821.0,40.0,0.0,7105.539557,3554.481817,12.0,9.0,1
3977,6.0,6.0,22.95032908,2356.0,9.0,86.0,5679.839858,2213.344249,30.0,19.0,1
12182,235.0,205.0,257.4278164,747.0,82.0,107.5,4866.163256,2656.170246,3.0,0.0,1
4897,2.0,2.0,71.8563967,212.0,38.0,5.0,3022.419444,1163.177889,4.0,0.0,1
14669,90.0,75.0,248.1996982,1345.0,293.0,0.0,2966.8585,1218.181114,5.0,0.0,1
3035,155.0,125.0,256.1343771,3434.0,0.0,0.0,5007.185868,2021.602352,17.0,16.0,1
5486,12.0,12.0,115.9771617,2217.0,121.0,0.0,1646.649407,1059.671108,2.0,1.0,1
5462,70.0,58.0,358.5341801,3117.0,245.0,25.0,3577.279636,1717.133636,27.0,27.0,1
14289,22.0,18.0,105.4413435,2037.0,0.0,12.0,1491.695056,1229.501235,14.0,12.0,1
858,1.0,1.0,58.25196797,2902.0,73.0,64.0,2023.874212,1054.969152,12.0,8.0,0
7504,66.0,53.0,74.66529248,2375.0,39.0,0.0,1639.262922,979.5765437,8.0,2.0,0
10283,96.0,83.0,153.5332712,2667.0,361.0,0.0,1101.892606,671.7095843,27.0,25.0,1
1494,245.5,205.0,294.0336382,2912.0,38.0,0.0,6270.639529,4259.091104,14.0,14.0,1
943,71.0,58.0,186.6062527,1280.0,364.0,107.5,536.7503002,257.8839764,26.0,23.0,0
1235,59.0,49.0,129.0900293,1390.0,110.0,12.0,3231.459379,1009.429247,12.0,10.0,1
6917,22.0,19.0,115.2074864,2293.0,0.0,80.0,1842.915101,380.2110813,0.0,0.0,1
3458,37.0,37.0,192.5886356,2826.0,72.0,0.0,4963.095479,1028.809938,18.0,15.0,1
2759,5.0,4.0,111.7895222,1286.0,0.0,5.0,3694.593662,2767.932072,16.0,16.0,0
7042,11.0,11.0,30.47368069,684.0,109.0,1.0,3312.24871,2489.2552,13.0,7.0,1
6542,53.0,44.0,76.45769713,2054.0,294.0,29.0,2929.613725,1134.884438,3.0,2.0,1
8337,80.0,64.0,108.9690801,3212.0,101.0,0.0,1772.147899,868.8275663,21.0,14.0,1
9544,174.0,144.0,275.307127,2711.0,31.0,0.0,3944.978858,2009.044773,20.0,17.0,1
5728,50.0,41.0,158.9758884,1504.0,3.0,93.0,6915.696381,2249.657059,25.0,20.0,1
1468,38.0,30.0,82.9719959,2116.0,33.0,15.0,4030.128002,926.6239295,17.0,11.0,0
2919,41.0,38.0,68.93584544,595.0,104.0,0.0,2300.273848,1574.954619,20.0,16.0,1
12954,52.0,42.0,68.27247397,1244.0,27.0,86.0,2097.194419,529.9389991,10.0,10.0,1
9841,16.0,16.0,36.88863767,3229.0,212.0,0.0,2053.99938,889.1438685,18.0,17.0,1
2046,18.0,15.0,102.0305945,1072.0,0.0,14.0,1433.847551,687.8411573,9.0,9.0,1
3997,140.0,112.0,162.2393169,1248.0,103.0,0.0,3229.879277,1869.423373,5.0,3.0,0
8673,245.5,205.0,429.6923196,1878.0,53.0,0.0,5066.82646,1654.175391,17.0,13.0,1
11752,133.0,108.0,211.3933781,2952.0,0.0,2.0,3538.72594,2711.007149,18.0,18.0,0
7074,15.0,15.0,176.2678222,602.0,47.0,0.0,9960.681768,4945.62149855,2.0,2.0,1
11772,66.0,66.0,108.6938753,1201.0,31.0,0.0,2030.962236,923.2575754,8.0,7.0,1
117,79.0,64.0,245.6239413,3016.0,0.0,92.0,4457.568347,1293.012432,25.0,20.0,0
6187,18.0,15.0,52.21292197,2864.0,0.0,53.0,4920.818891,2607.371268,28.0,21.0,1
5915,55.0,44.0,108.1419866,1477.0,435.0,65.0,4768.572179,2336.672412,16.0,16.0,1
3476,1.0,1.0,99.3035489,1872.0,57.0,43.0,4010.2589,1335.481834,27.0,18.0,0
8205,120.0,96.0,183.7782997,964.0,30.0,0.0,9639.17942,3015.466847,0.0,0.0,1
1273,103.0,84.0,113.3304844,3338.0,36.0,0.0,9707.825128,4945.62149855,9.0,6.0,0
9944,39.0,34.0,54.63215992,3001.0,222.0,0.0,2308.461704,1567.509895,19.0,16.0,1
2456,35.0,32.0,53.87520113,3440.0,64.0,11.0,3209.05573,2008.318993,22.0,20.0,1
7166,35.0,30.0,62.84272498,987.0,79.0,0.0,5725.334409,347.665294,25.0,21.0,1
4214,65.0,52.0,85.47270819,248.0,215.0,107.5,6613.776106,1535.187858,9.0,9.0,1
11290,116.0,93.0,305.7237978,2802.0,257.0,16.0,3796.011403,677.8428143,8.0,6.0,0
10282,30.0,24.0,199.6351364,27.0,6.0,35.0,1077.890077,131.372416,10.0,6.0,1
14953,69.0,55.0,254.1109271,919.0,435.0,0.0,2261.632143,343.520301,20.0,20.0,0
2968,19.0,16.0,187.576241,1501.0,3.0,0.0,2060.400535,1512.578479,16.0,15.0,1
5398,25.0,21.0,189.3897153,158.0,168.0,22.0,2909.451606,1307.206807,31.0,29.0,1
8623,6.0,6.0,207.5226286,666.0,0.0,0.0,7254.161161,2709.663776,23.0,20.0,1
14383,212.0,176.0,244.9853333,2264.0,153.0,0.0,4148.39358,1395.6451,25.0,18.0,1
11042,187.0,150.0,282.8484945,2924.0,164.0,68.0,4306.721973,3036.300397,29.0,19.0,1
13874,245.5,205.0,497.6002012624999,55.0,63.0,18.0,958.8718732,489.3915111,2.0,0.0,1
2223,245.5,205.0,283.5704097,652.0,58.0,0.0,1676.466676,711.3221988,11.0,11.0,0
1837,49.0,40.0,59.5983693,1220.0,31.0,0.0,8434.123732,3806.959752,25.0,21.0,1
7849,30.0,27.0,197.933167,472.0,113.0,33.0,3663.952167,535.3617921,11.0,11.0,1
13609,225.0,181.0,233.3250506,3007.0,156.0,44.0,1839.844693,1406.352712,9.0,5.0,1
11059,18.0,15.0,219.338591,2474.0,67.0,0.0,2424.107223,1465.620944,18.0,10.0,1
14687,41.0,33.0,107.0775849,961.0,100.0,25.0,8741.89178,3978.297249,24.0,19.0,1
8848,5.0,5.0,35.82886262,3496.0,6.0,0.0,1412.690118,951.5359285,24.0,21.0,1
14409,57.0,50.0,313.739026,3398.0,0.0,6.0,1126.602544,913.593013,12.0,12.0,0
6614,40.0,32.0,41.13262298,1699.0,2.0,2.0,3247.855275,972.5686737,0.0,0.0,0
211,28.0,23.0,66.27163423,780.0,61.0,0.0,2214.364804,998.3809116,27.0,22.0,1
14689,86.0,70.0,179.8075894,1098.0,18.0,33.0,3576.03601,1445.597174,17.0,10.0,0
12165,122.0,98.0,241.3674193,1851.0,19.0,42.0,557.0305353,60.25025917,19.0,12.0,1
12752,15.0,12.0,165.0339431,1802.0,6.0,0.0,3764.784533,1317.907521,4.0,3.0,1
11948,95.0,77.0,195.544818,821.0,16.0,0.0,1387.410554,550.1176754,10.0,8.0,1
14701,56.0,45.0,109.5149696,29.0,83.0,0.0,5085.405287,1097.373638,29.0,19.0,1
3506,90.0,74.0,121.3683072,2852.0,308.0,3.0,873.8467517,230.0563685,4.0,4.0,0
5783,61.0,49.0,239.6264109,101.0,79.0,2.0,7077.819383,4945.62149855,25.0,22.0,1
5816,54.0,44.0,67.11258755,1533.0,49.0,53.0,6259.58886,299.4138528,24.0,21.0,1
8846,6.0,6.0,131.6910735,2869.0,0.0,0.0,2556.128784,1202.552446,1.0,1.0,1
7364,116.0,102.0,140.7543049,829.0,34.0,27.0,3580.284242,591.5584695,6.0,6.0,0
2041,30.0,24.0,45.27899734,2586.0,72.0,76.0,8301.235914,3852.262007,25.0,18.0,1
1405,14.0,14.0,177.8847471,2877.0,242.0,0.0,2287.243185,1490.384246,7.0,7.0,1
14982,17.0,16.0,46.4716114,1656.0,117.0,58.0,8092.458082,4945.62149855,12.0,10.0,1
7303,18.0,16.0,127.8497397,814.0,327.0,0.0,1831.021164,899.2003932,27.0,18.0,1
6092,55.0,50.0,244.7498472,3486.0,132.0,0.0,2491.831471,762.9599364,16.0,15.0,0
4754,15.0,13.0,41.08488688,1862.0,0.0,8.0,9071.643548,1923.366464,11.0,9.0,1
9203,182.0,148.0,237.0176459,24.0,0.0,16.0,2110.996175,1444.86386,24.0,16.0,1
5377,8.0,8.0,22.92124632,1162.0,54.0,0.0,1685.677902,699.9924394,4.0,2.0,1
12715,34.0,33.0,53.78323614,1504.0,45.0,48.0,1702.756469,901.086576,1.0,0.0,0
11590,54.0,44.0,143.9915024,2686.0,123.0,0.0,3718.118968,2637.663796,19.0,11.0,0
3878,32.0,26.0,56.4943051,22.0,32.0,11.0,3461.470594,1418.250795,22.0,14.0,1
11812,5.0,5.0,51.90500711,2410.0,379.0,35.0,6484.453348,4945.62149855,12.0,10.0,1
13103,185.0,148.0,226.8566033,609.0,435.0,0.0,5079.435754,1905.250546,11.0,8.0,0
13196,102.0,97.0,134.0576969,607.0,0.0,31.0,7667.777647,2759.408276,5.0,0.0,1
4208,130.0,105.0,394.1745252,1660.0,0.0,0.0,7594.224347,1830.962929,12.0,12.0,0
10046,49.0,40.0,225.2611726,3282.0,121.0,21.0,2509.797912,2069.718896,12.0,12.0,1
11598,102.0,82.0,169.3402546,2941.0,180.0,37.0,768.6336527,260.1440751,4.0,0.0,0
13590,0.0,0.0,197.9841128,2976.0,100.0,7.0,5136.473321,2720.260824,16.0,16.0,1
6311,28.0,25.0,37.00282067,3369.0,13.0,107.5,2734.10655,1234.795836,15.0,13.0,0
10256,201.0,162.0,256.8046342,1930.0,0.0,107.5,2585.35383,794.5637637,29.0,26.0,1
12153,30.0,24.0,307.1109532,1754.0,196.0,12.0,4128.679101,1382.02514,0.0,0.0,1
7916,43.0,35.0,245.6170222,3282.0,310.0,18.0,4647.911528,1695.381999,21.0,21.0,0
7730,98.0,80.0,287.2349593,2731.0,0.0,37.0,2137.296357,468.5069069,19.0,16.0,1
4648,60.0,48.0,179.7543522,1014.0,51.0,19.0,885.9141722,259.0005157,10.0,5.0,1
12935,73.0,60.0,111.3087265,95.0,233.0,0.0,2735.581451,1608.940259,0.0,0.0,1
13055,16.0,14.0,70.33802829,1091.0,0.0,107.5,3837.956626,1031.013034,0.0,0.0,1
2435,65.0,52.0,329.2597356,1665.0,214.0,1.0,1724.165144,826.0047548,25.0,21.0,1
4985,16.0,13.0,31.14700441,996.0,0.0,0.0,6255.90759,2645.301402,6.0,3.0,1
13906,67.0,58.0,101.843967,2329.0,124.0,58.0,2357.726467,1115.756004,30.0,19.0,1
11186,103.0,83.0,491.477802,167.0,252.0,0.0,2965.257346,288.0784985,3.0,0.0,1
180,95.0,77.0,205.0061797,3091.0,223.0,107.5,1330.165394,694.2273068,15.0,10.0,1
12264,50.0,41.0,65.30230034,220.0,56.0,0.0,1094.802414,847.6571551,9.0,4.0,1
13687,15.0,15.0,22.00536462,3197.0,56.0,33.0,2296.474301,856.5164028,29.0,20.0,0
341,186.0,152.0,216.3482262,587.0,220.0,71.0,3180.126484,1116.457704,13.0,13.0,0
2248,52.0,43.0,75.43615658,1187.0,5.0,17.0,1887.019049,647.8314546,30.0,19.0,1
9253,60.0,49.0,110.4078375,1115.0,385.0,107.5,2699.684237,933.7111611,20.0,18.0,1
14046,6.0,6.0,189.3036081,1697.0,98.0,107.5,3655.763845,192.6656649,1.0,0.0,1
3068,31.0,26.0,327.6853733,905.0,69.0,53.0,810.3966092,556.8705009,1.0,1.0,0
